suburb,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,latitude,longitude,region_name,property_count,yr_qtr
Keilor East,11.7,3033.0,4.0,2.0,2.0,633.0,,,Brimbank City Council,-37.7393,144.86339,Western Metropolitan,5629.0,2017.3
Keilor East,11.7,3033.0,3.0,3.0,2.0,326.0,271.0,2012.0,Brimbank City Council,-37.74009,144.87787,Western Metropolitan,5629.0,2017.3
Keilor East,11.7,3033.0,4.0,2.0,2.0,534.0,211.0,1970.0,Brimbank City Council,-37.74514,144.87313,Western Metropolitan,5629.0,2017.3
Keilor East,11.7,3033.0,4.0,1.0,2.0,615.0,176.0,1964.0,Brimbank City Council,-37.74127,144.86648,Western Metropolitan,5629.0,2017.3
Keilor East,11.7,3033.0,3.0,2.0,1.0,292.0,113.0,2013.0,Brimbank City Council,-37.74695,144.86625,Western Metropolitan,5629.0,2017.3
Kensington,3.4,3031.0,2.0,1.0,1.0,,,1998.0,Melbourne City Council,-37.79101,144.92328,Northern Metropolitan,5263.0,2017.3
Kensington,3.4,3031.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,5263.0,2017.3
Kensington,3.4,3031.0,2.0,1.0,1.0,105.0,108.0,2005.0,Melbourne City Council,-37.79244,144.92036,Northern Metropolitan,5263.0,2017.3
Kew,5.4,3101.0,4.0,1.0,1.0,,,,Boroondara City Council,-37.8048,145.05304,Southern Metropolitan,10331.0,2017.3
Kew,5.4,3101.0,2.0,1.0,1.0,,103.0,1968.0,Boroondara City Council,-37.80868,145.04354,Southern Metropolitan,10331.0,2017.3
Kew,5.4,3101.0,3.0,2.0,4.0,,,,Boroondara City Council,-37.81435,145.04198,Southern Metropolitan,10331.0,2017.3
Kew,5.4,3101.0,2.0,1.0,1.0,,0.0,1965.0,Boroondara City Council,-37.80882,145.03844,Southern Metropolitan,10331.0,2017.3
Kew,5.4,3101.0,2.0,1.0,2.0,,,,Boroondara City Council,-37.79262,145.02729,Southern Metropolitan,10331.0,2017.3
Kew,5.4,3101.0,3.0,1.0,2.0,372.0,126.0,1905.0,Boroondara City Council,-37.80946,145.04251,Southern Metropolitan,10331.0,2017.3
Kew,5.4,3101.0,4.0,2.0,3.0,792.0,,,Boroondara City Council,-37.80926,145.0331,Southern Metropolitan,10331.0,2017.3
Kew,5.4,3101.0,3.0,2.0,4.0,733.0,,,Boroondara City Council,-37.79398,145.03777,Southern Metropolitan,10331.0,2017.3
Kew East,7.3,3102.0,3.0,2.0,2.0,,,1980.0,Boroondara City Council,-37.79582,145.05651,Southern Metropolitan,2671.0,2017.3
Kew East,7.3,3102.0,3.0,2.0,2.0,664.0,188.0,1930.0,Boroondara City Council,-37.79639,145.04595,Southern Metropolitan,2671.0,2017.3
Kew East,7.3,3102.0,3.0,2.0,2.0,728.0,135.0,1935.0,Boroondara City Council,-37.79541,145.04614,Southern Metropolitan,2671.0,2017.3
Kilsyth,26.0,3137.0,3.0,1.0,2.0,837.0,130.0,1960.0,Maroondah City Council,-37.79682,145.30467,Eastern Metropolitan,4654.0,2017.3
Kilsyth,26.0,3137.0,3.0,2.0,1.0,862.0,162.0,1986.0,Maroondah City Council,-37.80212,145.33017,Eastern Metropolitan,4654.0,2017.3
Kooyong,5.9,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,394.0,2017.3
Kurunjang,31.7,3337.0,3.0,2.0,,,126.0,2003.0,Melton City Council,-37.66689,144.5952,Northern Victoria,3553.0,2017.3
Lalor,16.3,3075.0,3.0,1.0,1.0,537.0,103.0,1975.0,Whittlesea City Council,-37.66958,145.02941,Northern Metropolitan,8279.0,2017.3
Lalor,16.3,3075.0,3.0,2.0,4.0,,146.0,2011.0,Whittlesea City Council,-37.66213,144.99158,Northern Metropolitan,8279.0,2017.3
Laverton,15.5,3028.0,3.0,1.0,3.0,,116.0,1960.0,Hobsons Bay City Council,-37.86498,144.77406,Western Metropolitan,2004.0,2017.3
MacLeod,12.7,3085.0,,,,,,,Banyule City Council,,,Northern Metropolitan,4168.0,2017.3
MacLeod,12.7,3085.0,,,,,,,Banyule City Council,,,Northern Metropolitan,4168.0,2017.3
Maidstone,6.4,3012.0,2.0,1.0,2.0,208.0,,,Maribyrnong City Council,-37.78865,144.88276,Western Metropolitan,3873.0,2017.3
Maidstone,6.4,3012.0,2.0,2.0,1.0,,,,Maribyrnong City Council,-37.7795,144.87286,Western Metropolitan,3873.0,2017.3
Malvern East,8.4,3145.0,3.0,2.0,2.0,,,1970.0,Stonnington City Council,-37.86773,145.04483,Southern Metropolitan,8801.0,2017.3
Malvern East,8.4,3145.0,2.0,1.0,1.0,,92.0,1950.0,Stonnington City Council,-37.8688,145.05687,Southern Metropolitan,8801.0,2017.3
Malvern East,8.4,3145.0,3.0,2.0,2.0,660.0,172.0,1940.0,Stonnington City Council,-37.87939,145.0656,Southern Metropolitan,8801.0,2017.3
Malvern East,8.4,3145.0,4.0,3.0,2.0,,285.0,1930.0,Stonnington City Council,-37.87164,145.05498,Southern Metropolitan,8801.0,2017.3
Malvern East,8.4,3145.0,3.0,2.0,1.0,460.0,123.0,1910.0,Stonnington City Council,-37.87241,145.05103,Southern Metropolitan,8801.0,2017.3
Maribyrnong,4.3,3032.0,1.0,1.0,1.0,,33.0,1970.0,Maribyrnong City Council,-37.76722,144.88987,Western Metropolitan,4918.0,2017.3
Maribyrnong,4.3,3032.0,4.0,2.0,2.0,650.0,174.0,2000.0,Maribyrnong City Council,-37.77961,144.88587,Western Metropolitan,4918.0,2017.3
McKinnon,11.4,3204.0,3.0,1.0,2.0,,,,Glen Eira City Council,-37.91024,145.05241,Southern Metropolitan,2397.0,2017.3
McKinnon,11.4,3204.0,3.0,2.0,2.0,305.0,,,Glen Eira City Council,-37.90734,145.03438,Southern Metropolitan,2397.0,2017.3
Meadow Heights,17.4,3048.0,2.0,1.0,1.0,,104.0,1960.0,Hume City Council,-37.65234,144.92955,Northern Metropolitan,4704.0,2017.3
Melton South,29.8,3338.0,3.0,1.0,1.0,602.0,108.0,1980.0,Melton City Council,-37.70484,144.57261,Western Victoria,4718.0,2017.3
Mentone,20.0,3194.0,3.0,2.0,1.0,332.0,,,Kingston City Council,-37.98001,145.07457,South-Eastern Metropolitan,6162.0,2017.3
Mentone,20.0,3194.0,3.0,1.0,2.0,,,,Kingston City Council,-37.98155,145.09303,South-Eastern Metropolitan,6162.0,2017.3
Mentone,20.0,3194.0,1.0,1.0,1.0,,45.0,1970.0,Kingston City Council,-37.97907,145.0571,South-Eastern Metropolitan,6162.0,2017.3
Mernda,25.9,3754.0,3.0,2.0,2.0,180.0,,,Whittlesea City Council,-37.59827,145.07939,Northern Metropolitan,5812.0,2017.3
Mernda,25.9,3754.0,3.0,2.0,2.0,410.0,135.0,2012.0,Whittlesea City Council,-37.59665,145.08877,Northern Metropolitan,5812.0,2017.3
Mernda,25.9,3754.0,4.0,2.0,2.0,,157.0,2008.0,Whittlesea City Council,-37.61144,145.08202,Northern Metropolitan,5812.0,2017.3
Middle Park,3.0,3206.0,3.0,2.0,0.0,,174.0,1900.0,Port Phillip City Council,-37.84576,144.95969,Southern Metropolitan,2019.0,2017.3
Middle Park,3.0,3206.0,3.0,1.0,1.0,,,,Port Phillip City Council,-37.8458,144.96085,Southern Metropolitan,2019.0,2017.3
Mill Park,17.9,3082.0,4.0,1.0,2.0,,,1980.0,Whittlesea City Council,-37.66462,145.07092,Northern Metropolitan,10529.0,2017.3
Mill Park,17.9,3082.0,3.0,1.0,1.0,290.0,,,Whittlesea City Council,-37.6669,145.04234,Northern Metropolitan,10529.0,2017.3
Mill Park,17.9,3082.0,3.0,2.0,2.0,,142.0,1985.0,Whittlesea City Council,-37.67609,145.05583,Northern Metropolitan,10529.0,2017.3
Mill Park,17.9,3082.0,2.0,1.0,1.0,,,1990.0,Whittlesea City Council,-37.65372,145.04582,Northern Metropolitan,10529.0,2017.3
Mitcham,17.2,3132.0,2.0,1.0,1.0,,,2000.0,Whitehorse City Council,-37.8071,145.19388,Eastern Metropolitan,6871.0,2017.3
Mont Albert,10.2,3127.0,3.0,2.0,2.0,,,,Boroondara City Council,-37.81198,145.10859,Eastern Metropolitan,2079.0,2017.3
Montmorency,16.2,3094.0,3.0,1.0,2.0,204.0,102.0,2000.0,Banyule City Council,-37.72266,145.12172,Eastern Metropolitan,3891.0,2017.3
Montmorency,16.2,3094.0,4.0,2.0,3.0,,240.0,,Banyule City Council,-37.7252,145.13148,Eastern Metropolitan,3891.0,2017.3
Moorabbin,14.3,3189.0,3.0,2.0,2.0,,111.0,1950.0,Kingston City Council,-37.94211,145.04573,Southern Metropolitan,2555.0,2017.3
Mooroolbark,26.5,3138.0,,,,,,,Yarra Ranges Shire Council,,,Eastern Victoria,8280.0,2017.3
Mordialloc,21.5,3195.0,3.0,1.0,2.0,,,,Kingston City Council,-38.00076,145.09358,South-Eastern Metropolitan,3650.0,2017.3
Mount Evelyn,31.6,3796.0,3.0,1.0,0.0,915.0,101.0,1970.0,Yarra Ranges Shire Council,-37.78495,145.3919,Eastern Victoria,3532.0,2017.3
Mount Waverley,14.2,3149.0,3.0,2.0,1.0,,,2006.0,Monash City Council,-37.89402,145.10902,Eastern Metropolitan,13366.0,2017.3
Mount Waverley,14.2,3149.0,5.0,3.0,2.0,647.0,375.0,2009.0,Monash City Council,-37.86313,145.11664,Eastern Metropolitan,13366.0,2017.3
Mount Waverley,14.2,3149.0,3.0,2.0,2.0,,,,Monash City Council,-37.87925,145.11706,Eastern Metropolitan,13366.0,2017.3
Mount Waverley,14.2,3149.0,4.0,2.0,2.0,570.0,,,Monash City Council,-37.87655,145.1401,Eastern Metropolitan,13366.0,2017.3
Mount Waverley,14.2,3149.0,5.0,3.0,2.0,,365.0,2010.0,Monash City Council,-37.8725,145.14482,Eastern Metropolitan,13366.0,2017.3
Mount Waverley,14.2,3149.0,4.0,2.0,2.0,704.0,,,Monash City Council,-37.87448,145.1398,Eastern Metropolitan,13366.0,2017.3
Mount Waverley,14.2,3149.0,4.0,2.0,2.0,800.0,160.0,1970.0,Monash City Council,-37.88859,145.13335,Eastern Metropolitan,13366.0,2017.3
Murrumbeena,10.1,3163.0,3.0,2.0,2.0,,149.0,1940.0,Glen Eira City Council,-37.90237,145.06706,Southern Metropolitan,4442.0,2017.3
Murrumbeena,10.1,3163.0,4.0,1.0,2.0,,,,Glen Eira City Council,-37.90438,145.0704,Southern Metropolitan,4442.0,2017.3
Narre Warren,34.1,3805.0,3.0,2.0,2.0,,130.0,1998.0,Casey City Council,-38.03988,145.31927,South-Eastern Metropolitan,9376.0,2017.3
Niddrie,10.4,3042.0,3.0,2.0,1.0,317.0,210.0,2012.0,Moonee Valley City Council,-37.74103,144.8851,Western Metropolitan,2291.0,2017.3
Noble Park,22.7,3174.0,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,11806.0,2017.3
North Melbourne,1.8,3051.0,2.0,2.0,1.0,,136.0,2001.0,Melbourne City Council,-37.80116,144.94605,Northern Metropolitan,6821.0,2017.3
North Melbourne,1.8,3051.0,4.0,1.0,,193.0,196.0,1900.0,Melbourne City Council,-37.79445,144.94786,Northern Metropolitan,6821.0,2017.3
Northcote,5.3,3070.0,2.0,2.0,2.0,,90.0,2014.0,Darebin City Council,-37.7627,144.99039,Northern Metropolitan,11364.0,2017.3
Northcote,5.3,3070.0,3.0,2.0,2.0,,142.0,2013.0,Darebin City Council,-37.77043,145.01277,Northern Metropolitan,11364.0,2017.3
Notting Hill,16.7,3168.0,3.0,1.0,1.0,,143.0,1970.0,Monash City Council,-37.90678,145.14698,Southern Metropolitan,902.0,2017.3
Nunawading,15.4,3131.0,3.0,2.0,2.0,,138.0,2014.0,Manningham City Council,-37.81738,145.1676,Eastern Metropolitan,4973.0,2017.3
Nunawading,15.4,3131.0,3.0,1.0,1.0,757.0,125.0,1953.0,Manningham City Council,-37.82568,145.16752,Eastern Metropolitan,4973.0,2017.3
Oak Park,11.2,3046.0,3.0,2.0,1.0,,120.0,1970.0,Moreland City Council,-37.71872,144.9156,Northern Metropolitan,2651.0,2017.3
Oakleigh East,12.3,3166.0,3.0,2.0,1.0,,,,Monash City Council,-37.90389,145.1192,Southern Metropolitan,2547.0,2017.3
Oakleigh South,15.5,3167.0,2.0,1.0,3.0,697.0,,,Kingston City Council,-37.91698,145.11225,South-Eastern Metropolitan,3692.0,2017.3
Oakleigh South,15.5,3167.0,6.0,3.0,2.0,,257.0,1989.0,Kingston City Council,-37.9424,145.09609,South-Eastern Metropolitan,3692.0,2017.3
Ormond,11.4,3204.0,1.0,1.0,1.0,,40.0,1988.0,Glen Eira City Council,-37.9018,145.04539,Southern Metropolitan,3578.0,2017.3
Ormond,11.4,3204.0,3.0,1.0,2.0,369.0,,,Glen Eira City Council,-37.90286,145.05425,Southern Metropolitan,3578.0,2017.3
Ormond,11.4,3204.0,,,,,,,Glen Eira City Council,-37.90598,145.02692,Southern Metropolitan,3578.0,2017.3
Pakenham,47.3,3810.0,4.0,2.0,2.0,,177.0,2011.0,Cardinia Shire Council,-38.05934,145.51137,Eastern Victoria,17384.0,2017.3
Parkdale,21.5,3195.0,3.0,2.0,2.0,,114.0,1970.0,Kingston City Council,-37.98901,145.09134,South-Eastern Metropolitan,5087.0,2017.3
Pascoe Vale,8.5,3044.0,3.0,1.0,1.0,546.0,103.0,1950.0,Moreland City Council,-37.72208,144.93714,Northern Metropolitan,7485.0,2017.3
Pascoe Vale,8.5,3044.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7485.0,2017.3
Pascoe Vale,8.5,3044.0,2.0,1.0,1.0,100.0,105.0,2012.0,Moreland City Council,-37.7249,144.9474,Northern Metropolitan,7485.0,2017.3
Pascoe Vale,8.5,3044.0,3.0,1.0,2.0,806.0,,,Moreland City Council,-37.73308,144.93417,Northern Metropolitan,7485.0,2017.3
Point Cook,14.7,3030.0,,,,,,,Wyndham City Council,,,Western Metropolitan,15542.0,2017.3
Port Melbourne,3.5,3207.0,3.0,1.0,0.0,340.0,,,Melbourne City Council,-37.83674,144.9242,Southern Metropolitan,8648.0,2017.3
Port Melbourne,3.5,3207.0,2.0,2.0,1.0,,115.0,2000.0,Melbourne City Council,-37.84354,144.94148,Southern Metropolitan,8648.0,2017.3
Port Melbourne,3.5,3207.0,3.0,2.0,0.0,,,,Melbourne City Council,-37.83261,144.9383,Southern Metropolitan,8648.0,2017.3
Prahran,4.6,3181.0,3.0,2.0,1.0,125.0,0.0,2002.0,Stonnington City Council,-37.85257,145.00296,Southern Metropolitan,7717.0,2017.3
Prahran,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0,2017.3
Preston,8.4,3072.0,3.0,1.0,2.0,529.0,144.0,1970.0,Darebin City Council,-37.75049,145.02099,Northern Metropolitan,14577.0,2017.3
Preston,8.4,3072.0,3.0,1.0,2.0,318.0,136.0,1910.0,Darebin City Council,-37.75276,145.00723,Northern Metropolitan,14577.0,2017.3
Preston,8.4,3072.0,3.0,1.0,2.0,464.0,,,Darebin City Council,-37.74503,145.01295,Northern Metropolitan,14577.0,2017.3
Preston,8.4,3072.0,3.0,2.0,1.0,,,,Darebin City Council,-37.72816,144.98819,Northern Metropolitan,14577.0,2017.3
Reservoir,12.0,3073.0,3.0,1.0,2.0,653.0,120.0,1950.0,Darebin City Council,-37.71142,145.00377,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,2.0,2.0,2.0,,107.0,1930.0,Darebin City Council,-37.71939,145.01407,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,4.0,2.0,4.0,576.0,150.0,1940.0,Darebin City Council,-37.69742,145.01604,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,3.0,1.0,3.0,586.0,120.0,1960.0,Darebin City Council,-37.69983,145.02202,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,2.0,1.0,1.0,,74.0,2000.0,Darebin City Council,-37.71146,145.02002,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,4.0,2.0,2.0,743.0,,,Darebin City Council,-37.70848,145.03055,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,4.0,1.0,3.0,,145.0,1930.0,Darebin City Council,-37.72522,145.00852,Northern Metropolitan,21650.0,2017.3
Reservoir,12.0,3073.0,3.0,1.0,4.0,,138.0,1960.0,Darebin City Council,-37.71923,145.02824,Northern Metropolitan,21650.0,2017.3
Richmond,2.4,3121.0,2.0,1.0,2.0,,103.0,1971.0,Yarra City Council,-37.82868,144.99918,Northern Metropolitan,14949.0,2017.3
Richmond,2.4,3121.0,2.0,1.0,2.0,,77.0,2000.0,Yarra City Council,-37.815,145.00893,Northern Metropolitan,14949.0,2017.3
Richmond,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0,2017.3
Richmond,2.4,3121.0,3.0,1.0,,206.0,,,Yarra City Council,-37.81344,144.99096,Northern Metropolitan,14949.0,2017.3
Ringwood,19.9,3134.0,3.0,1.0,2.0,,133.0,1985.0,Maroondah City Council,-37.80594,145.24285,Eastern Metropolitan,7785.0,2017.3
Ringwood East,21.3,3135.0,3.0,1.0,1.0,,,,Maroondah City Council,-37.80238,145.25357,Eastern Metropolitan,4407.0,2017.3
Rosanna,8.9,3084.0,3.0,3.0,3.0,,183.0,1965.0,Banyule City Council,-37.73272,145.06557,Eastern Metropolitan,3540.0,2017.3
Rosanna,8.9,3084.0,4.0,1.0,3.0,,,,Banyule City Council,-37.74622,145.07473,Eastern Metropolitan,3540.0,2017.3
Rosanna,8.9,3084.0,3.0,1.0,3.0,,80.0,1950.0,Banyule City Council,-37.73878,145.07802,Eastern Metropolitan,3540.0,2017.3
Roxburgh Park,20.6,3064.0,3.0,1.0,2.0,368.0,,,Hume City Council,-37.63693,144.92581,Northern Metropolitan,5833.0,2017.3
Sandringham,15.2,3191.0,3.0,2.0,2.0,,,,Bayside City Council,-37.95496,145.01964,Southern Metropolitan,4497.0,2017.3
Sandringham,15.2,3191.0,,,,,,,Bayside City Council,,,Southern Metropolitan,4497.0,2017.3
Seaford,35.4,3198.0,5.0,3.0,3.0,,302.0,1977.0,Frankston City Council,-38.10323,145.14322,South-Eastern Metropolitan,8077.0,2017.3
South Melbourne,1.9,3205.0,3.0,1.0,0.0,139.0,,,Port Phillip City Council,-37.83457,144.95316,Southern Metropolitan,5943.0,2017.3
South Melbourne,1.9,3205.0,3.0,1.0,,128.0,130.0,1880.0,Port Phillip City Council,-37.83731,144.95057,Southern Metropolitan,5943.0,2017.3
South Melbourne,1.9,3205.0,,,,,,,Port Phillip City Council,-37.83743,144.95083,Southern Metropolitan,5943.0,2017.3
South Morang,20.5,3752.0,5.0,3.0,2.0,582.0,175.0,2000.0,Whittlesea City Council,-37.62292,145.09507,Northern Metropolitan,7969.0,2017.3
South Yarra,2.7,3141.0,3.0,2.0,2.0,462.0,,,Melbourne City Council,-37.84315,144.98596,Southern Metropolitan,14887.0,2017.3
South Yarra,2.7,3141.0,1.0,1.0,,,,1975.0,Melbourne City Council,-37.84689,145.00278,Southern Metropolitan,14887.0,2017.3
South Yarra,2.7,3141.0,2.0,1.0,1.0,,,1950.0,Melbourne City Council,-37.84178,144.98557,Southern Metropolitan,14887.0,2017.3
Spotswood,6.2,3015.0,2.0,1.0,1.0,243.0,,,Hobsons Bay City Council,-37.82859,144.87947,Western Metropolitan,1223.0,2017.3
Spotswood,6.2,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,1223.0,2017.3
Springvale South,22.2,3172.0,3.0,1.0,3.0,775.0,,,Greater Dandenong City Council,-37.9748,145.15213,South-Eastern Metropolitan,4054.0,2017.3
St Albans,14.0,3021.0,3.0,1.0,2.0,557.0,138.0,1985.0,Brimbank City Council,-37.73497,144.7864,Western Metropolitan,14042.0,2017.3
St Albans,14.0,3021.0,4.0,1.0,,,,,Brimbank City Council,-37.73591,144.80105,Western Metropolitan,14042.0,2017.3
St Kilda,5.0,3182.0,1.0,1.0,1.0,,52.0,2002.0,Port Phillip City Council,-37.85921,144.97777,Southern Metropolitan,13240.0,2017.3
St Kilda,5.0,3182.0,3.0,1.0,1.0,,,,Port Phillip City Council,-37.86004,144.98958,Southern Metropolitan,13240.0,2017.3
Strathmore Heights,8.2,3041.0,3.0,1.0,2.0,534.0,149.0,1960.0,Moonee Valley City Council,-37.71106,144.89427,Western Metropolitan,389.0,2017.3
Sunbury,31.7,3429.0,3.0,1.0,1.0,664.0,,,Hume City Council,-37.56279,144.7304,Western Metropolitan,14092.0,2017.3
Sunbury,31.7,3429.0,3.0,2.0,2.0,650.0,,,Hume City Council,-37.58479,144.71541,Western Metropolitan,14092.0,2017.3
Sunbury,31.7,3429.0,4.0,2.0,2.0,,,,Hume City Council,-37.55791,144.72366,Western Metropolitan,14092.0,2017.3
Sunbury,31.7,3429.0,4.0,2.0,2.0,,298.0,2005.0,Hume City Council,-37.56521,144.74944,Western Metropolitan,14092.0,2017.3
Sunshine North,10.5,3020.0,3.0,1.0,3.0,331.0,123.0,1995.0,Brimbank City Council,-37.75962,144.82596,Western Metropolitan,4217.0,2017.3
Sunshine North,10.5,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,4217.0,2017.3
Sunshine West,10.5,3020.0,3.0,1.0,1.0,650.0,117.0,1965.0,Brimbank City Council,-37.78651,144.81357,Western Metropolitan,6763.0,2017.3
Sunshine West,10.5,3020.0,7.0,2.0,4.0,,,,Brimbank City Council,-37.8032,144.81413,Western Metropolitan,6763.0,2017.3
Surrey Hills,10.2,3127.0,3.0,1.0,2.0,,134.0,1990.0,Boroondara City Council,-37.82685,145.09301,Southern Metropolitan,5457.0,2017.3
Surrey Hills,10.2,3127.0,3.0,1.0,2.0,,108.0,1985.0,Boroondara City Council,-37.82794,145.08854,Southern Metropolitan,5457.0,2017.3
Surrey Hills,10.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0,2017.3
Surrey Hills,10.2,3127.0,5.0,3.0,2.0,368.0,,,Boroondara City Council,-37.83587,145.10914,Southern Metropolitan,5457.0,2017.3
Surrey Hills,10.2,3127.0,3.0,2.0,2.0,1004.0,,,Boroondara City Council,-37.83603,145.10596,Southern Metropolitan,5457.0,2017.3
Surrey Hills,10.2,3127.0,3.0,2.0,2.0,,147.0,1999.0,Boroondara City Council,-37.819,145.09677,Southern Metropolitan,5457.0,2017.3
Taylors Hill,18.0,3037.0,,,,,,,Melton City Council,,,Western Metropolitan,4242.0,2017.3
Taylors Lakes,15.5,3038.0,3.0,2.0,2.0,,159.0,2000.0,Brimbank City Council,-37.6911,144.78297,Western Metropolitan,5336.0,2017.3
Templestowe,15.5,3106.0,4.0,2.0,2.0,957.0,,,Manningham City Council,-37.75385,145.12113,Eastern Metropolitan,6202.0,2017.3
Templestowe,15.5,3106.0,3.0,2.0,2.0,215.0,175.0,2000.0,Manningham City Council,-37.75947,145.13099,Eastern Metropolitan,6202.0,2017.3
Templestowe,15.5,3106.0,4.0,2.0,2.0,,35.0,1980.0,Manningham City Council,-37.76586,145.16572,Eastern Metropolitan,6202.0,2017.3
Templestowe,15.5,3106.0,4.0,2.0,2.0,779.0,185.0,1980.0,Manningham City Council,-37.75592,145.16605,Eastern Metropolitan,6202.0,2017.3
Templestowe Lower,12.4,3107.0,4.0,2.0,2.0,887.0,195.0,1970.0,Manningham City Council,-37.77493,145.12547,Eastern Metropolitan,5420.0,2017.3
Templestowe Lower,12.4,3107.0,4.0,2.0,2.0,643.0,,,Manningham City Council,-37.76155,145.10469,Eastern Metropolitan,5420.0,2017.3
Templestowe Lower,12.4,3107.0,4.0,2.0,2.0,,265.0,2000.0,Manningham City Council,-37.75815,145.11514,Eastern Metropolitan,5420.0,2017.3
Thomastown,15.3,3074.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,7955.0,2017.3
Thomastown,15.3,3074.0,,,,,,,Whittlesea City Council,-37.67516,145.01235,Northern Metropolitan,7955.0,2017.3
Thornbury,7.0,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0,2017.3
Thornbury,7.0,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0,2017.3
Thornbury,7.0,3071.0,2.0,1.0,1.0,277.0,,,Darebin City Council,-37.75802,145.00264,Northern Metropolitan,8870.0,2017.3
Thornbury,7.0,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0,2017.3
Thornbury,7.0,3071.0,1.0,1.0,1.0,,48.0,1970.0,Darebin City Council,-37.76054,145.01393,Northern Metropolitan,8870.0,2017.3
Thornbury,7.0,3071.0,4.0,2.0,,321.0,,,Darebin City Council,-37.75809,145.00818,Northern Metropolitan,8870.0,2017.3
Toorak,4.1,3142.0,1.0,1.0,1.0,,26.0,1970.0,Stonnington City Council,-37.84207,145.01041,Southern Metropolitan,7217.0,2017.3
Toorak,4.1,3142.0,3.0,2.0,1.0,,,1960.0,Stonnington City Council,-37.84513,145.02225,Southern Metropolitan,7217.0,2017.3
Truganina,18.4,3029.0,4.0,2.0,2.0,512.0,,,Melton City Council,-37.83824,144.72102,Western Metropolitan,5811.0,2017.3
Tullamarine,12.9,3043.0,,,,,,,Brimbank City Council,-37.70267,144.87807,Western Metropolitan,3296.0,2017.3
Tullamarine,12.9,3043.0,4.0,2.0,1.0,,,,Brimbank City Council,-37.69636,144.87724,Western Metropolitan,3296.0,2017.3
Tullamarine,12.9,3043.0,3.0,1.0,2.0,,,2000.0,Brimbank City Council,-37.69406,144.876,Western Metropolitan,3296.0,2017.3
Tullamarine,12.9,3043.0,3.0,1.0,1.0,,,,Brimbank City Council,-37.69584,144.87877,Western Metropolitan,3296.0,2017.3
Vermont,17.2,3133.0,5.0,2.0,2.0,891.0,177.0,1980.0,Maroondah City Council,-37.83691,145.21269,Eastern Metropolitan,4181.0,2017.3
Vermont South,17.2,3133.0,4.0,2.0,2.0,784.0,,,Whitehorse City Council,-37.85211,145.20174,Eastern Metropolitan,4280.0,2017.3
Vermont South,17.2,3133.0,5.0,3.0,2.0,882.0,212.0,1970.0,Whitehorse City Council,-37.85995,145.18579,Eastern Metropolitan,4280.0,2017.3
Vermont South,17.2,3133.0,5.0,2.0,2.0,786.0,,,Whitehorse City Council,-37.86072,145.18489,Eastern Metropolitan,4280.0,2017.3
Viewbank,8.9,3084.0,4.0,3.0,2.0,696.0,,,Banyule City Council,-37.73566,145.08441,Eastern Metropolitan,2698.0,2017.3
Viewbank,8.9,3084.0,4.0,2.0,2.0,1113.0,,,Banyule City Council,-37.73106,145.10237,Eastern Metropolitan,2698.0,2017.3
Wantirna,14.7,3152.0,4.0,2.0,2.0,842.0,,,Knox City Council,-37.85733,145.22616,Eastern Metropolitan,5424.0,2017.3
Wantirna South,14.7,3152.0,5.0,3.0,2.0,634.0,294.0,2000.0,Knox City Council,-37.88634,145.21601,Eastern Metropolitan,7082.0,2017.3
Warrandyte,21.1,3113.0,4.0,2.0,2.0,4168.0,,,Manningham City Council,-37.74611,145.17835,Eastern Metropolitan,2003.0,2017.3
Watsonia,14.5,3087.0,3.0,1.0,1.0,,123.0,1960.0,Banyule City Council,-37.71292,145.09048,Northern Metropolitan,2329.0,2017.3
Watsonia,14.5,3087.0,4.0,1.0,1.0,670.0,,1960.0,Banyule City Council,-37.71209,145.0757,Northern Metropolitan,2329.0,2017.3
Werribee,14.7,3030.0,3.0,2.0,2.0,536.0,141.0,1990.0,Wyndham City Council,-37.90419,144.63761,Western Metropolitan,16166.0,2017.3
