suburb,rooms,type,price,method,seller_g,date
Melbourne,2,u,640000.0,VB,Greg,2017-04-22
Melbourne,3,u,1175000.0,PI,Icon,2017-04-29
Melbourne,2,u,1236000.0,S,Marshall,2017-04-29
Melbourne,3,u,730000.0,S,hockingstuart,2017-04-29
Mont Albert,4,h,1865000.0,S,Fletchers,2017-05-06
Mont Albert,2,u,770000.0,S,hockingstuart,2017-05-06
Mont Albert,2,u,,SP,Kay,2017-04-08
Mont Albert,2,u,820000.0,S,hockingstuart,2017-04-08
Mont Albert,4,h,2100000.0,VB,Harcourts,2017-05-13
Mont Albert,3,h,,S,Jellis,2017-05-13
Mont Albert,4,h,2660000.0,S,Jellis,2017-05-13
Mont Albert,2,h,665000.0,PI,Woodards,2017-05-13
Mont Albert,2,u,442500.0,SP,Ham,2017-05-20
Mont Albert,3,h,1587000.0,S,Marshall,2017-05-20
Mont Albert,4,h,2365000.0,S,Marshall,2017-04-29
Mont Albert,2,u,651500.0,S,Fletchers,2017-04-29
Mont Albert,5,h,,SP,RW,2017-04-29
Moonee Ponds,1,u,296000.0,PI,Village,2017-05-06
Moonee Ponds,4,h,1531000.0,S,Rendina,2017-05-06
Moonee Ponds,2,u,439000.0,S,Frank,2017-04-08
Moonee Ponds,2,h,1040000.0,S,Nelson,2017-04-08
Moonee Ponds,3,h,1670000.0,S,Brad,2017-04-08
Moonee Ponds,4,h,,S,Rendina,2017-04-08
Moonee Ponds,4,h,1940000.0,PI,Frank,2017-04-08
Moonee Ponds,2,u,560000.0,PI,Alexkarbon,2017-04-08
Moonee Ponds,2,h,940000.0,S,Brad,2017-04-08
Moonee Ponds,4,h,1515000.0,S,Nelson,2017-04-08
Moonee Ponds,3,h,1100000.0,VB,Nelson,2017-05-13
Moonee Ponds,2,h,1350000.0,S,Jellis,2017-05-13
Moonee Ponds,5,h,2300000.0,PI,Nelson,2017-05-13
Moonee Ponds,2,h,1302500.0,S,Jellis,2017-05-13
Moonee Ponds,3,h,1420200.0,S,Purplebricks,2017-05-20
Moonee Ponds,2,h,970000.0,S,Nelson,2017-05-20
Moonee Ponds,4,h,1900000.0,VB,Jellis,2017-05-20
Moonee Ponds,3,h,1070000.0,S,Nelson,2017-05-20
Moonee Ponds,3,t,,VB,Biggin,2017-04-29
Moonee Ponds,2,u,542000.0,SA,Hodges,2017-04-29
Moonee Ponds,3,h,1240000.0,S,McDonald,2017-04-29
Moonee Ponds,4,h,955000.0,S,Woodards,2017-04-29
Moonee Ponds,4,h,1680000.0,S,Nelson,2017-04-29
Moonee Ponds,3,t,,S,Barry,2017-04-29
Moonee Ponds,3,t,1410000.0,PI,Nelson,2017-04-29
Moonee Ponds,2,h,,SP,Maddison,2017-04-29
Murrumbeena,4,h,1656000.0,S,Mandy,2017-05-06
Murrumbeena,1,u,,S,Buxton,2017-04-08
Murrumbeena,2,h,707000.0,S,Gary,2017-04-08
Murrumbeena,2,u,770000.0,PI,Buxton,2017-05-13
Murrumbeena,2,u,582000.0,S,Gary,2017-05-13
Murrumbeena,3,h,1200000.0,S,Ray,2017-05-13
Murrumbeena,3,h,,S,Jellis,2017-05-13
Murrumbeena,2,u,490000.0,SP,Buxton,2017-05-20
Murrumbeena,4,h,1600000.0,S,Buxton,2017-05-20
Murrumbeena,4,h,,SN,J,2017-05-20
Murrumbeena,3,h,1255000.0,S,hockingstuart,2017-04-22
Murrumbeena,2,u,420500.0,S,Woodards,2017-04-22
Murrumbeena,1,u,261000.0,PI,Woodards,2017-04-22
Murrumbeena,2,u,535000.0,PI,Fletchers,2017-04-22
Murrumbeena,2,h,1416000.0,S,hockingstuart,2017-04-22
Murrumbeena,2,u,586000.0,SP,Fletchers,2017-04-29
Murrumbeena,2,u,926000.0,S,hockingstuart,2017-04-29
Newport,4,h,1230000.0,SP,Gunn&Co,2017-05-06
Newport,4,h,1560000.0,S,Village,2017-05-06
Newport,3,h,2000000.0,S,Sweeney,2017-05-06
Newport,3,h,,PI,Williams,2017-05-06
Newport,2,h,820000.0,S,RT,2017-05-06
Newport,3,h,1530000.0,S,Greg,2017-04-08
Newport,3,h,1400000.0,SP,Raine,2017-04-08
Newport,3,h,1200000.0,S,Williams,2017-04-08
Newport,3,h,1325500.0,S,hockingstuart,2017-04-08
Newport,2,h,890000.0,S,Sweeney,2017-04-08
Newport,4,h,1120000.0,S,hockingstuart,2017-04-08
Newport,4,h,,VB,Jas,2017-04-08
Newport,2,u,497000.0,S,Williams,2017-04-08
Newport,3,h,,SN,Village,2017-04-08
Newport,3,h,975000.0,S,RT,2017-05-13
Newport,5,h,1820000.0,SP,Sweeney,2017-05-13
Newport,3,t,900000.0,S,Greg,2017-05-13
Newport,3,t,870000.0,S,Greg,2017-05-13
Newport,3,h,,S,RT,2017-05-20
Newport,3,h,1410000.0,SP,Williams,2017-05-20
Newport,1,h,1700000.0,S,Jas,2017-05-20
Newport,3,h,,SP,Raine,2017-05-20
Newport,4,h,956000.0,S,Sweeney,2017-04-22
Newport,2,h,1215000.0,SP,Jas,2017-04-22
Newport,3,h,828000.0,SP,Jas,2017-04-22
Newport,4,h,1650000.0,S,Greg,2017-04-22
Newport,4,h,2337000.0,S,Williams,2017-04-29
Newport,3,h,1370000.0,S,Jas,2017-04-29
Newport,2,h,1070000.0,S,Jas,2017-04-29
Newport,3,h,1075000.0,SP,Raine,2017-04-29
Newport,3,h,1100000.0,PI,Sweeney,2017-04-29
Newport,3,t,,PI,hockingstuart,2017-04-29
Niddrie,3,h,1312000.0,S,Brad,2017-05-06
Niddrie,3,h,960000.0,S,Nelson,2017-05-06
Niddrie,3,h,935000.0,S,Purplebricks,2017-05-06
Niddrie,3,h,810000.0,S,Barry,2017-04-08
Niddrie,3,h,1200000.0,S,Brad,2017-04-08
Niddrie,3,h,850000.0,PI,Barry,2017-04-08
Niddrie,3,h,944000.0,S,Barry,2017-05-13
Niddrie,2,u,510000.0,VB,Barry,2017-05-20
Niddrie,1,u,325000.0,PI,Nelson,2017-05-20
Niddrie,3,t,800000.0,PI,Barry,2017-04-29
Niddrie,3,h,1450000.0,PI,Barry,2017-04-29
Niddrie,3,u,500000.0,SP,Nelson,2017-04-29
Niddrie,1,h,1405000.0,S,Barry,2017-04-29
Northcote,2,h,1343000.0,S,Jellis,2017-05-06
Northcote,2,u,680000.0,SP,McGrath,2017-05-06
Northcote,2,h,695000.0,S,Barry,2017-04-08
Northcote,2,u,420000.0,VB,McGrath,2017-04-08
Northcote,3,h,1300000.0,SP,Jellis,2017-04-08
Northcote,2,h,995000.0,PI,Purplebricks,2017-04-08
Northcote,5,h,1750000.0,PI,Nelson,2017-05-13
Northcote,2,h,,PI,Barry,2017-05-13
Northcote,4,h,1822000.0,S,Nelson,2017-05-13
Northcote,1,u,280000.0,VB,Haughton,2017-05-13
Northcote,4,h,,S,Nelson,2017-05-20
Northcote,2,h,1100000.0,SP,Jellis,2017-05-20
Northcote,3,h,1295000.0,S,Harrington,2017-05-20
Northcote,3,h,1610000.0,SP,Nelson,2017-05-20
Northcote,2,h,970000.0,PI,LITTLE,2017-05-20
Northcote,2,h,970000.0,S,McGrath,2017-05-20
Northcote,1,u,440000.0,S,Nelson,2017-04-22
Northcote,3,t,1000000.0,SP,McGrath,2017-04-22
Northcote,4,h,2990000.0,S,McGrath,2017-04-22
Northcote,2,h,1006000.0,S,Nelson,2017-04-22
Northcote,2,h,1050000.0,S,Jellis,2017-04-29
Northcote,2,h,1290000.0,S,Nelson,2017-04-29
Northcote,2,u,471250.0,S,McGrath,2017-04-29
Northcote,3,h,1235000.0,S,Ray,2017-04-29
Northcote,2,t,,SN,Barry,2017-04-29
Oak Park,2,t,600000.0,S,Nelson,2017-05-06
Oak Park,3,h,955000.0,S,Considine,2017-04-08
Oak Park,3,u,601000.0,SP,Barry,2017-04-08
Oak Park,3,h,755000.0,SP,Eview,2017-04-08
Oak Park,3,h,1400000.0,VB,Stockdale,2017-05-13
Oak Park,5,h,1005000.0,S,Brad,2017-05-20
Oak Park,4,h,860000.0,PI,Jellis,2017-05-20
Oak Park,5,h,1306000.0,S,Eview,2017-05-20
Oak Park,3,t,650000.0,PI,Brad,2017-04-22
Oak Park,3,t,,S,Brad,2017-04-22
Oak Park,4,h,1250000.0,S,Frank,2017-04-29
Oak Park,3,u,648000.0,S,Nelson,2017-04-29
Oak Park,2,h,,SN,Barry,2017-04-29
Oakleigh,5,h,,S,Buxton,2017-05-06
Oakleigh,4,h,2525000.0,S,Barry,2017-04-08
Oakleigh,4,h,1615000.0,S,Woodards,2017-04-08
Oakleigh,3,u,655000.0,PI,Ray,2017-05-13
Oakleigh,5,h,1351000.0,S,Ray,2017-05-13
Oakleigh,3,h,1205000.0,S,buyMyplace,2017-05-13
Oakleigh,2,h,676000.0,S,Ray,2017-05-20
Oakleigh,4,h,1145000.0,S,Ray,2017-04-22
Oakleigh,4,h,1600000.0,PI,Ray,2017-04-29
Oakleigh,4,h,1840000.0,S,Woodards,2017-04-29
Oakleigh,3,h,1580000.0,PI,Buxton,2017-04-29
Ormond,3,h,1300000.0,S,Buxton,2017-05-06
Ormond,5,h,2250000.0,S,Buxton,2017-04-08
Ormond,2,u,437500.0,S,Woodards,2017-04-08
Ormond,3,t,,SP,Buxton,2017-04-08
Ormond,3,u,960000.0,S,hockingstuart,2017-05-13
Ormond,4,h,1486000.0,S,Buxton,2017-05-13
Ormond,3,u,1461000.0,S,hockingstuart,2017-05-20
Ormond,3,h,,S,Buxton,2017-05-20
Ormond,4,t,1425000.0,S,Buxton,2017-05-20
Ormond,3,h,1710000.0,S,hockingstuart,2017-04-22
Ormond,1,u,311500.0,PI,Ray,2017-04-29
Parkville,3,u,835000.0,S,Nelson,2017-05-06
Parkville,4,h,3970000.0,S,Collins,2017-05-13
Parkville,3,h,2790000.0,S,Collins,2017-05-20
Parkville,4,h,1446000.0,S,Collings,2017-05-20
Parkville,2,u,500000.0,VB,Jellis,2017-04-22
Pascoe Vale,3,t,,S,Rendina,2017-05-06
Pascoe Vale,3,h,755000.0,S,Nelson,2017-05-06
Pascoe Vale,2,h,750000.0,PI,Nelson,2017-05-06
Pascoe Vale,2,h,1290000.0,S,Nelson,2017-05-06
Pascoe Vale,2,h,,PI,Raine,2017-05-06
Pascoe Vale,2,h,999000.0,S,Nelson,2017-04-08
Pascoe Vale,3,h,800000.0,SP,Nelson,2017-04-08
Pascoe Vale,4,h,800000.0,S,Nelson,2017-04-08
Pascoe Vale,3,h,806000.0,SP,Brad,2017-04-08
Pascoe Vale,3,h,650000.0,SP,Nelson,2017-04-08
Pascoe Vale,3,h,,PI,hockingstuart,2017-04-08
Pascoe Vale,2,t,660000.0,SP,Nelson,2017-05-13
Pascoe Vale,4,h,770000.0,S,Nelson,2017-05-13
Pascoe Vale,2,u,496000.0,S,Brad,2017-05-13
Pascoe Vale,3,h,585000.0,S,YPA,2017-05-13
Pascoe Vale,2,t,540000.0,VB,Nelson,2017-05-13
Pascoe Vale,3,h,,PI,Barry,2017-05-13
Pascoe Vale,3,h,708000.0,S,hockingstuart,2017-05-13
Pascoe Vale,2,u,497000.0,SP,Nelson,2017-05-13
Pascoe Vale,3,h,800000.0,S,Brad,2017-05-13
Pascoe Vale,4,h,1395000.0,S,Nelson,2017-05-20
Pascoe Vale,2,u,427500.0,S,hockingstuart,2017-05-20
Pascoe Vale,5,h,1301000.0,S,Frank,2017-05-20
Pascoe Vale,3,h,,S,Brad,2017-05-20
Pascoe Vale,3,t,560000.0,S,Nelson,2017-05-20
Pascoe Vale,3,u,620000.0,S,Brad,2017-04-22
Pascoe Vale,5,h,1410000.0,PI,Brad,2017-04-22
Pascoe Vale,2,t,520000.0,S,Brad,2017-04-22
Pascoe Vale,2,t,652000.0,S,Eview,2017-04-22
Pascoe Vale,3,h,1017500.0,S,Brad,2017-04-22
Pascoe Vale,2,h,,S,Nelson,2017-04-22
Pascoe Vale,2,h,910000.0,S,D'Aprano,2017-04-22
Pascoe Vale,3,t,600000.0,PI,Ray,2017-04-29
Pascoe Vale,2,t,600000.0,SP,Nelson,2017-04-29
Pascoe Vale,3,t,690000.0,S,Eview,2017-04-29
Pascoe Vale,5,h,958000.0,S,Nelson,2017-04-29
Pascoe Vale,3,h,770000.0,PI,Brad,2017-04-29
Port Melbourne,3,h,1400000.0,S,Marshall,2017-05-06
Port Melbourne,2,h,,S,Marshall,2017-04-08
Port Melbourne,3,h,,SN,Chisholm,2017-04-08
Port Melbourne,2,u,520000.0,VB,Buxton,2017-04-08
Port Melbourne,3,h,,S,Marshall,2017-04-08
Port Melbourne,3,u,,SN,Biggin,2017-04-08
Port Melbourne,2,h,1332000.0,S,Greg,2017-04-08
Port Melbourne,2,h,801000.0,S,Greg,2017-04-08
Port Melbourne,2,u,,SP,Cayzer,2017-04-08
Port Melbourne,3,h,,S,Marshall,2017-04-08
Port Melbourne,3,h,2400000.0,S,Greg,2017-04-08
Port Melbourne,3,h,,SP,Greg,2017-05-13
Port Melbourne,2,h,,SN,Chisholm,2017-05-13
Port Melbourne,4,h,1995000.0,S,Frank,2017-05-13
Port Melbourne,1,u,,PI,Buxton,2017-05-13
Port Melbourne,2,u,575000.0,S,Biggin,2017-05-13
Port Melbourne,2,h,1000000.0,S,Cayzer,2017-05-13
Port Melbourne,3,h,,SP,Marshall,2017-05-20
Port Melbourne,4,t,,PI,Marshall,2017-05-20
Port Melbourne,3,h,1700000.0,VB,hockingstuart,2017-05-20
Port Melbourne,3,h,,S,Marshall,2017-05-20
Port Melbourne,3,h,,SP,Marshall,2017-05-20
Port Melbourne,3,h,,S,Marshall,2017-05-20
Port Melbourne,3,h,,S,Marshall,2017-05-20
Port Melbourne,2,u,950000.0,S,hockingstuart,2017-04-22
Port Melbourne,2,u,730000.0,SP,Buxton,2017-04-22
Port Melbourne,2,u,1110000.0,S,RT,2017-04-29
Port Melbourne,2,u,2250000.0,S,Greg,2017-04-29
Port Melbourne,4,h,2700000.0,S,Marshall,2017-04-29
Port Melbourne,4,h,1375000.0,S,hockingstuart,2017-04-29
Port Melbourne,4,h,1805000.0,PI,Marshall,2017-04-29
Port Melbourne,2,h,,S,Marshall,2017-04-29
Port Melbourne,2,u,600000.0,VB,hockingstuart,2017-04-29
Port Melbourne,2,u,1030000.0,S,Buxton,2017-04-29
Prahran,3,h,,VB,RT,2017-05-06
Prahran,3,h,1251000.0,PI,Jellis,2017-05-06
Prahran,3,h,,SP,Abercromby's,2017-04-08
Prahran,2,h,1305000.0,SP,Gary,2017-04-08
Prahran,2,u,,SN,Harcourts,2017-04-08
Prahran,3,h,2250000.0,PI,Noel,2017-04-08
Prahran,1,u,550000.0,S,Biggin,2017-04-08
Prahran,2,u,,PI,Williams,2017-05-13
Prahran,2,u,805000.0,S,Jellis,2017-05-13
Prahran,1,u,,S,hockingstuart,2017-05-13
Prahran,2,h,1615000.0,S,Jellis,2017-05-13
Prahran,2,u,645000.0,S,Gary,2017-05-13
Prahran,2,h,,SP,hockingstuart,2017-05-13
Prahran,2,u,550000.0,SP,Thomson,2017-05-13
Prahran,1,u,410000.0,PI,Thomson,2017-05-13
Prahran,3,h,,SP,hockingstuart,2017-05-20
Prahran,2,u,690000.0,S,McGrath,2017-05-20
Prahran,2,u,630000.0,S,hockingstuart,2017-05-20
Prahran,2,u,685000.0,S,hockingstuart,2017-05-20
Prahran,2,h,,S,Jellis,2017-05-20
Prahran,2,u,570000.0,S,Gary,2017-05-20
Prahran,4,h,,SN,Abercromby's,2017-05-20
Prahran,1,h,860000.0,PI,hockingstuart,2017-04-22
Prahran,2,h,1388000.0,S,Marshall,2017-04-29
Prahran,3,h,880000.0,PI,Buxton,2017-04-29
Prahran,2,u,475000.0,VB,hockingstuart,2017-04-29
Prahran,2,u,888000.0,S,Jellis,2017-04-29
Prahran,3,h,,SN,hockingstuart,2017-04-29
Preston,2,t,792000.0,S,Nelson,2017-05-06
Preston,2,h,605000.0,S,Barry,2017-05-06
Preston,2,u,413000.0,SP,Raine,2017-05-06
Preston,3,h,1190000.0,S,Barry,2017-05-06
Preston,2,h,2000000.0,PI,McGrath,2017-04-08
Preston,3,h,1045000.0,S,Nelson,2017-04-08
Preston,3,h,1121000.0,S,Barry,2017-04-08
Preston,3,h,,SP,Nelson,2017-04-08
Preston,3,u,715000.0,S,hockingstuart,2017-04-08
Preston,2,h,,SN,Nicholson,2017-04-08
Preston,4,h,1200000.0,S,RW,2017-04-08
Preston,2,h,,SN,Barry,2017-04-08
Preston,3,h,917500.0,S,Nelson,2017-04-08
Preston,4,h,,S,Jellis,2017-04-08
Preston,4,h,770000.0,S,Love,2017-05-13
Preston,3,h,800000.0,PI,hockingstuart,2017-05-13
Preston,4,h,1075000.0,S,Nelson,2017-05-13
Preston,3,h,1015000.0,S,Ray,2017-05-13
Preston,2,h,825000.0,SP,Ray,2017-05-13
Preston,2,u,532500.0,SP,hockingstuart,2017-05-13
Preston,3,t,880000.0,S,Nelson,2017-05-13
Preston,3,h,1020000.0,PI,hockingstuart,2017-05-13
Preston,3,h,1120000.0,SP,McGrath,2017-05-20
Preston,3,h,1000000.0,VB,Nelson,2017-05-20
Preston,3,h,1010000.0,SP,McGrath,2017-05-20
Preston,3,h,860000.0,S,Nelson,2017-05-20
Preston,4,h,1110000.0,S,Nelson,2017-05-20
Preston,2,h,800000.0,VB,Nelson,2017-05-20
Preston,3,h,910000.0,S,hockingstuart,2017-04-22
Preston,3,h,1215000.0,S,hockingstuart,2017-04-22
Preston,2,h,2300000.0,SP,McGrath,2017-04-22
Preston,2,h,1108000.0,SP,McGrath,2017-04-22
Preston,2,t,610000.0,S,Holland,2017-04-22
Preston,3,h,801000.0,S,Nelson,2017-04-22
Preston,3,t,655000.0,PI,Ray,2017-04-22
Preston,3,h,1010000.0,S,Nelson,2017-04-22
Preston,3,h,690000.0,S,RW,2017-04-29
Preston,2,h,620000.0,S,hockingstuart,2017-04-29
Preston,2,h,630000.0,PI,Barry,2017-04-29
Preston,3,h,1100000.0,S,Nelson,2017-04-29
Preston,3,h,1055000.0,S,Nelson,2017-04-29
Preston,2,u,560000.0,S,Nelson,2017-04-29
Preston,1,u,385000.0,SP,Brad,2017-04-29
Preston,2,u,,S,Love,2017-04-29
Princes Hill,3,h,1550000.0,S,Woodards,2017-05-06
Reservoir,2,h,,SP,Ray,2017-05-06
Reservoir,4,h,741000.0,S,Ray,2017-05-06
Reservoir,3,h,725000.0,S,Barry,2017-05-06
Reservoir,3,u,615000.0,S,Barry,2017-05-06
Reservoir,2,u,406000.0,S,Barry,2017-05-06
Reservoir,3,h,825000.0,PI,Holland,2017-05-06
Reservoir,3,h,1010000.0,S,Barry,2017-05-06
Reservoir,2,u,,SP,Ray,2017-05-06
Reservoir,2,h,852000.0,S,Love,2017-05-06
Reservoir,3,h,595000.0,SP,Barry,2017-05-06
Reservoir,2,u,511000.0,S,Love,2017-04-08
Reservoir,3,t,663500.0,S,Nelson,2017-04-08
Reservoir,3,h,665000.0,S,Love,2017-04-08
Reservoir,3,u,631000.0,S,Barry,2017-04-08
Reservoir,3,t,668000.0,S,Ray,2017-04-08
Reservoir,4,h,905000.0,S,hockingstuart,2017-04-08
Reservoir,5,h,845000.0,S,RW,2017-04-08
Reservoir,3,t,815000.0,S,Barry,2017-04-08
Reservoir,4,h,770000.0,S,Ray,2017-04-08
Reservoir,2,h,935000.0,S,Love,2017-04-08
Reservoir,3,h,610000.0,S,Barry,2017-04-08
Reservoir,2,h,980000.0,S,Stockdale,2017-05-13
Reservoir,4,h,678500.0,S,hockingstuart,2017-05-13
Reservoir,2,h,861500.0,S,Nelson,2017-05-13
Reservoir,3,h,801000.0,SP,Love,2017-05-13
Reservoir,4,h,1150000.0,S,Barry,2017-05-13
Reservoir,3,h,760000.0,PI,Barry,2017-05-13
Reservoir,2,u,490000.0,S,Ray,2017-05-13
Reservoir,3,h,605000.0,S,Love,2017-05-13
Reservoir,3,h,810000.0,S,Love,2017-05-13
Reservoir,2,t,652000.0,S,Nelson,2017-05-13
Reservoir,3,h,,SP,C21,2017-05-20
Reservoir,2,t,515000.0,SP,RW,2017-05-20
Reservoir,2,t,615000.0,S,Ray,2017-05-20
Reservoir,1,u,407000.0,S,Ray,2017-05-20
Reservoir,1,h,315000.0,PI,Ray,2017-05-20
Reservoir,5,h,871000.0,S,Stockdale,2017-05-20
Reservoir,4,h,930000.0,S,Barry,2017-05-20
Reservoir,3,t,741000.0,S,Barry,2017-05-20
Reservoir,2,h,375000.0,PI,Nelson,2017-05-20
Reservoir,4,h,1005000.0,S,Nelson,2017-05-20
Reservoir,2,h,748500.0,S,hockingstuart,2017-05-20
Reservoir,4,h,800000.0,SP,RW,2017-04-22
Reservoir,3,u,640000.0,S,Harcourts,2017-04-22
Reservoir,3,t,730000.0,S,RW,2017-04-22
Reservoir,2,u,395000.0,S,Stockdale,2017-04-22
Reservoir,2,t,550000.0,S,Nelson,2017-04-22
Reservoir,5,h,1075000.0,S,Barry,2017-04-29
Reservoir,3,h,643500.0,S,Ray,2017-04-29
Reservoir,2,h,1025000.0,S,Barry,2017-04-29
Reservoir,2,u,505000.0,S,RW,2017-04-29
Richmond,2,h,950000.0,VB,hockingstuart,2017-05-06
Richmond,2,h,1110000.0,S,hockingstuart,2017-05-06
Richmond,2,t,950000.0,VB,hockingstuart,2017-05-06
Richmond,2,u,1226000.0,S,hockingstuart,2017-05-06
Richmond,1,u,500000.0,VB,Collins,2017-05-06
Richmond,3,h,1214000.0,S,Nelson,2017-05-06
Richmond,3,h,1510000.0,S,Jellis,2017-04-08
Richmond,1,u,370000.0,SP,Biggin,2017-04-08
Richmond,3,u,790000.0,SP,Biggin,2017-04-08
Richmond,3,h,1400000.0,VB,Nelson,2017-04-08
Richmond,1,u,485000.0,SP,Biggin,2017-04-08
Richmond,2,u,500000.0,VB,Jellis,2017-04-08
Richmond,2,t,1090000.0,S,Fletchers,2017-04-08
Richmond,3,h,1785000.0,S,hockingstuart,2017-04-08
Richmond,2,u,560000.0,PI,Ray,2017-04-08
Richmond,2,u,690000.0,VB,hockingstuart,2017-05-13
Richmond,2,h,1050000.0,PI,Biggin,2017-05-13
Richmond,3,h,2060000.0,PI,Marshall,2017-05-13
Richmond,2,u,490000.0,SP,Biggin,2017-05-13
Richmond,3,t,,S,Fletchers,2017-05-13
Richmond,1,u,310000.0,SP,Jellis,2017-05-20
Richmond,3,h,,S,hockingstuart,2017-05-20
Richmond,2,h,860000.0,PI,Biggin,2017-05-20
Richmond,3,t,1052000.0,S,Jellis,2017-05-20
Richmond,2,h,,PI,Biggin,2017-05-20
Richmond,3,h,3000000.0,VB,Jellis,2017-05-20
Richmond,2,u,685000.0,S,hockingstuart,2017-05-20
Richmond,2,u,,PI,Biggin,2017-05-20
Richmond,3,h,1330000.0,S,Jellis,2017-04-22
Richmond,2,u,440000.0,VB,Jellis,2017-04-22
Richmond,2,u,630000.0,S,Biggin,2017-04-29
Richmond,4,h,,SN,hockingstuart,2017-04-29
Richmond,2,h,1210000.0,S,Jellis,2017-04-29
Richmond,2,h,,SP,Jellis,2017-04-29
Richmond,1,h,911000.0,S,Biggin,2017-04-29
Richmond,3,h,1590000.0,S,hockingstuart,2017-04-29
Rosanna,3,t,,PI,Morrison,2017-05-06
Rosanna,3,u,888500.0,S,Miles,2017-04-08
Rosanna,4,h,1380000.0,S,Fletchers,2017-04-08
Rosanna,3,t,810000.0,VB,Miles,2017-04-08
Rosanna,4,h,,PN,Miles,2017-04-08
Rosanna,3,h,,S,Morrison,2017-05-13
Rosanna,4,h,,SN,Miles,2017-05-13
Rosanna,4,h,1150000.0,SP,Miles,2017-05-13
Rosanna,4,h,,SN,Miles,2017-05-20
Rosanna,4,h,1160000.0,S,Barry,2017-05-20
Rosanna,4,h,,SP,Barry,2017-04-22
Rosanna,2,u,615000.0,S,Miles,2017-04-29
Rosanna,3,h,940000.0,VB,Miles,2017-04-29
Rosanna,3,t,800000.0,VB,Purplebricks,2017-04-29
Seddon,2,h,842000.0,S,Sweeney,2017-05-06
Seddon,2,h,665000.0,PI,Village,2017-05-13
Seddon,3,h,950000.0,S,Village,2017-05-13
Seddon,2,u,495000.0,S,Jas,2017-05-20
Seddon,2,h,1085000.0,S,Village,2017-05-20
Seddon,3,h,847000.0,S,Jas,2017-05-20
Seddon,2,h,785000.0,S,hockingstuart,2017-05-20
South Melbourne,3,h,2240000.0,S,Greg,2017-05-06
South Melbourne,3,h,2050000.0,PI,Marshall,2017-05-06
South Melbourne,1,u,460000.0,S,hockingstuart,2017-04-08
South Melbourne,3,h,,S,Greg,2017-04-08
South Melbourne,2,u,650000.0,VB,hockingstuart,2017-04-08
South Melbourne,2,t,1100000.0,S,Marshall,2017-05-13
South Melbourne,3,h,,SP,Cayzer,2017-05-13
South Melbourne,3,h,1820000.0,S,WHITEFOX,2017-05-13
South Melbourne,1,u,580000.0,S,Kay,2017-05-20
South Melbourne,3,h,,SP,Marshall,2017-05-20
South Melbourne,3,h,1780000.0,S,Buxton,2017-05-20
South Melbourne,3,h,,SP,Cayzer,2017-05-20
South Melbourne,2,h,1024000.0,S,Williams,2017-04-22
South Melbourne,3,u,680000.0,VB,Greg,2017-04-22
South Melbourne,3,h,1732000.0,S,Buxton,2017-04-22
South Melbourne,2,h,1150000.0,PI,Greg,2017-04-22
South Melbourne,3,u,710000.0,VB,Greg,2017-04-29
South Melbourne,2,h,,SP,Cayzer,2017-04-29
South Melbourne,3,u,1150000.0,VB,Marshall,2017-04-29
South Yarra,3,u,1320000.0,S,RT,2017-05-06
South Yarra,1,u,537000.0,S,hockingstuart,2017-05-06
South Yarra,2,u,800000.0,VB,Beller,2017-05-06
South Yarra,2,u,,S,Jellis,2017-05-06
South Yarra,3,h,,SP,Biggin,2017-04-08
South Yarra,1,u,410000.0,S,hockingstuart,2017-04-08
South Yarra,2,u,499000.0,S,hockingstuart,2017-04-08
South Yarra,4,h,,S,Williams,2017-04-08
South Yarra,3,h,,S,Kay,2017-04-08
South Yarra,2,h,1214000.0,S,hockingstuart,2017-04-08
South Yarra,3,t,,SN,Kay,2017-04-08
South Yarra,2,u,485000.0,PI,Biggin,2017-04-08
South Yarra,1,u,,VB,Cayzer,2017-05-13
South Yarra,3,u,920000.0,S,Williams,2017-05-13
South Yarra,2,h,,SP,Kay,2017-05-13
South Yarra,2,u,615000.0,S,hockingstuart,2017-05-13
South Yarra,3,h,,PI,Marshall,2017-05-13
South Yarra,2,u,642000.0,S,Kay,2017-05-13
South Yarra,1,u,,PI,Williams,2017-05-13
South Yarra,1,u,440000.0,S,hockingstuart,2017-05-20
South Yarra,3,t,3475000.0,S,Marshall,2017-05-20
South Yarra,2,h,1710000.0,PI,Jellis,2017-05-20
South Yarra,2,u,,PI,Williams,2017-05-20
South Yarra,4,h,,PI,Kay,2017-05-20
South Yarra,2,u,851000.0,S,Biggin,2017-05-20
South Yarra,3,t,2030000.0,S,Kay,2017-05-20
South Yarra,2,t,1040000.0,PI,RT,2017-04-22
South Yarra,2,h,1405000.0,S,Beller,2017-04-22
South Yarra,2,u,850000.0,S,hockingstuart,2017-04-22
South Yarra,2,u,792500.0,S,Jellis,2017-04-22
South Yarra,2,t,880000.0,PI,Kay,2017-04-29
South Yarra,1,u,390500.0,SP,hockingstuart,2017-04-29
South Yarra,2,u,,S,Jellis,2017-04-29
South Yarra,3,u,2050000.0,S,Kay,2017-04-29
South Yarra,2,u,595000.0,S,Kay,2017-04-29
St Kilda,1,u,346000.0,SP,Buxton,2017-05-06
St Kilda,3,u,786000.0,S,McGrath,2017-05-06
St Kilda,1,u,520000.0,S,hockingstuart,2017-04-08
St Kilda,1,u,320000.0,VB,hockingstuart,2017-04-08
St Kilda,2,u,610500.0,SP,Buxton,2017-04-08
